"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Skilled","Clerk","1/0/117",30,"","","","","",273,"","","","","",8190,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Skilled","LDC","1/0/117",30,"","","","","",273,"","","","","",8190,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Skilled","Surveyor","1/0/117",30,"","","","","",273,"","","","","",8190,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Skilled","Tracer","1/0/117",30,"","","","","",273,"","","","","",8190,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Skilled","Head Electrician","1/0/117",30,"","","","","",273,"","","","","",8190,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Skilled","Head Mechanic","1/0/117",30,"","","","","",273,"","","","","",8190,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Skilled","Driver (Heavy Vehicle)","1/0/117",30,"","","","","",273,"","","","","",8190,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Driver (Light Vehicle)","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Electrician","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Power House Operator","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Armature Winder","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Mechanic","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Welder","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Saw Cerement Operator","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Fitter","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Painter","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Carpenter","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Blacksmith","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Mason","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Road Mohorrir","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Cinema Operator","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Laboratory Assistant","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Semi Skilled","Field Assistant","1/0/117",30,"","","","","",248,"","","","","",7440,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Stone Crusher","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Breaker","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Excavator","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Lab Boy","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Sheet Metal Worker","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Tin Smith","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Oil Fitter","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Cable Painter","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Lathe man","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Wireman","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Switch Attendant","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Lineman","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Conductor","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Packer","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Meter Reader","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Machine man","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Gauge Reader","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Boat Man","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Pump Attender","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Porter","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Cleaner","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Upholster","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Sprayers","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Sweeper","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Caneman","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Watchman","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Thatcher","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Mazdoor","1/0/117",30,"","","","","",225,"","","","","",6750,0
"Manipur","","","Casual/ Muster Rolls/Daily Basis Employees in Government Offices","Unskilled","Cleaner Vehicle","1/0/117",30,"","","","","",225,"","","","","",6750,0
