"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Jharkhand","Zone III","","Domestic Workers","Highly Skilled","","1/9/124",26,646,"",27,"","",673,16796,"",695,"","",17491,"Informal Sector"
"Jharkhand","Zone II","","Domestic Workers","Highly Skilled","","1/9/124",26,678,"",28,"","",706,17628,"",730,"","",18358,"Informal Sector"
"Jharkhand","Zone I","","Domestic Workers","Highly Skilled","","1/9/124",26,711,"",29,"","",740,18486,"",765,"","",19251,"Informal Sector"
"Jharkhand","Zone III","","Domestic Workers","Skilled","","1/9/124",26,560,"",23,"","",583,14560,"",603,"","",15163,"Informal Sector"
"Jharkhand","Zone II","","Domestic Workers","Skilled","","1/9/124",26,588,"",24,"","",612,15288,"",633,"","",15921,"Informal Sector"
"Jharkhand","Zone I","","Domestic Workers","Skilled","","1/9/124",26,616,"",26,"","",642,16016,"",663,"","",16679,"Informal Sector"
"Jharkhand","Zone III","","Domestic Workers","Semi Skilled","","1/9/124",26,425,"",18,"","",443,11050,"",457,"","",11507,"Informal Sector"
"Jharkhand","Zone II","","Domestic Workers","Semi Skilled","","1/9/124",26,446,"",18,"","",464,11596,"",480,"","",12076,"Informal Sector"
"Jharkhand","Zone I","","Domestic Workers","Semi Skilled","","1/9/124",26,468,"",19,"","",487,12168,"",504,"","",12672,"Informal Sector"
"Jharkhand","Zone III","","Domestic Workers","Unskilled","","1/9/124",26,405,"",17,"","",422,10530,"",436,"","",10966,"Informal Sector"
"Jharkhand","Zone II","","Domestic Workers","Unskilled","","1/9/124",26,425,"",18,"","",443,11050,"",457,"","",11507,"Informal Sector"
"Jharkhand","Zone I","","Domestic Workers","Unskilled","","1/9/124",26,446,"",18,"","",464,11596,"",480,"","",12076,"Informal Sector"
"Jharkhand","Zone III","","Tea Plantation","Highly Skilled","","1/9/124",26,646,"",27,"","",673,16796,"",695,"","",17491,"Farming Agriculture"
"Jharkhand","Zone II","","Tea Plantation","Highly Skilled","","1/9/124",26,678,"",28,"","",706,17628,"",730,"","",18358,"Farming Agriculture"
"Jharkhand","Zone I","","Tea Plantation","Highly Skilled","","1/9/124",26,711,"",29,"","",740,18486,"",765,"","",19251,"Farming Agriculture"
"Jharkhand","Zone III","","Tea Plantation","Skilled","","1/9/124",26,560,"",23,"","",583,14560,"",603,"","",15163,"Farming Agriculture"
"Jharkhand","Zone II","","Tea Plantation","Skilled","","1/9/124",26,588,"",24,"","",612,15288,"",633,"","",15921,"Farming Agriculture"
"Jharkhand","Zone I","","Tea Plantation","Skilled","","1/9/124",26,616,"",26,"","",642,16016,"",663,"","",16679,"Farming Agriculture"
"Jharkhand","Zone III","","Tea Plantation","Semi Skilled","","1/9/124",26,425,"",18,"","",443,11050,"",457,"","",11507,"Farming Agriculture"
"Jharkhand","Zone II","","Tea Plantation","Semi Skilled","","1/9/124",26,446,"",18,"","",464,11596,"",480,"","",12076,"Farming Agriculture"
"Jharkhand","Zone I","","Tea Plantation","Semi Skilled","","1/9/124",26,468,"",19,"","",487,12168,"",504,"","",12672,"Farming Agriculture"
"Jharkhand","Zone III","","Tea Plantation","Unskilled","","1/9/124",26,405,"",17,"","",422,10530,"",436,"","",10966,"Farming Agriculture"
"Jharkhand","Zone II","","Tea Plantation","Unskilled","","1/9/124",26,425,"",18,"","",443,11050,"",457,"","",11507,"Farming Agriculture"
"Jharkhand","Zone I","","Tea Plantation","Unskilled","","1/9/124",26,446,"",18,"","",464,11596,"",480,"","",12076,"Farming Agriculture"
"Jharkhand","Zone III","","Stone Breaking and Crushing","Highly Skilled","","1/9/124",26,646,"",27,"","",673,16796,"",695,"","",17491,"Construction"
"Jharkhand","Zone II","","Stone Breaking and Crushing","Highly Skilled","","1/9/124",26,678,"",28,"","",706,17628,"",730,"","",18358,"Construction"
"Jharkhand","Zone I","","Stone Breaking and Crushing","Highly Skilled","","1/9/124",26,711,"",29,"","",740,18486,"",765,"","",19251,"Construction"
"Jharkhand","Zone III","","Stone Breaking and Crushing","Skilled","","1/9/124",26,560,"",23,"","",583,14560,"",603,"","",15163,"Construction"
"Jharkhand","Zone II","","Stone Breaking and Crushing","Skilled","","1/9/124",26,588,"",24,"","",612,15288,"",633,"","",15921,"Construction"
"Jharkhand","Zone I","","Stone Breaking and Crushing","Skilled","","1/9/124",26,616,"",26,"","",642,16016,"",663,"","",16679,"Construction"
"Jharkhand","Zone III","","Stone Breaking and Crushing","Semi Skilled","","1/9/124",26,425,"",18,"","",443,11050,"",457,"","",11507,"Construction"
"Jharkhand","Zone II","","Stone Breaking and Crushing","Semi Skilled","","1/9/124",26,446,"",18,"","",464,11596,"",480,"","",12076,"Construction"
"Jharkhand","Zone I","","Stone Breaking and Crushing","Semi Skilled","","1/9/124",26,468,"",19,"","",487,12168,"",504,"","",12672,"Construction"
"Jharkhand","Zone III","","Stone Breaking and Crushing","Unskilled","","1/9/124",26,405,"",17,"","",422,10530,"",436,"","",10966,"Construction"
"Jharkhand","Zone II","","Stone Breaking and Crushing","Unskilled","","1/9/124",26,425,"",18,"","",443,11050,"",457,"","",11507,"Construction"
"Jharkhand","Zone I","","Stone Breaking and Crushing","Unskilled","","1/9/124",26,446,"",18,"","",464,11596,"",480,"","",12076,"Construction"
"Jharkhand","Zone III","","Silk Textile Industry","Highly Skilled","","1/9/124",26,646,"",27,"","",673,16796,"",695,"","",17491,"Clothes"
"Jharkhand","Zone II","","Silk Textile Industry","Highly Skilled","","1/9/124",26,678,"",28,"","",706,17628,"",730,"","",18358,"Clothes"
"Jharkhand","Zone I","","Silk Textile Industry","Highly Skilled","","1/9/124",26,711,"",29,"","",740,18486,"",765,"","",19251,"Clothes"
"Jharkhand","Zone III","","Silk Textile Industry","Skilled","","1/9/124",26,560,"",23,"","",583,14560,"",603,"","",15163,"Clothes"
"Jharkhand","Zone II","","Silk Textile Industry","Skilled","","1/9/124",26,588,"",24,"","",612,15288,"",633,"","",15921,"Clothes"
"Jharkhand","Zone I","","Silk Textile Industry","Skilled","","1/9/124",26,616,"",26,"","",642,16016,"",663,"","",16679,"Clothes"
