"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Gujarat","","","Bricks or Roof Tiles","","Raw Brick Carrier","1/9/121",26,276,"",0.2,"","",276.2,"7176.00","","5.20","","","7181.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","Class 2","Brick Moulder","1/9/121",26,284,"",0.2,"","",284.2,"7384.00","","5.20","","","7389.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","Class 1","Brick Moulder","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Driver","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Laborer","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Peon","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Watchman","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Clerk","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Fireman","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Mistry","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Supervisor","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","","","Bricks or Roof Tiles","","Accountant","1/9/121",26,293,"",0.2,"","",293.2,"7618.00","","5.20","","","7623.20","Constructions"
"Gujarat","Zone II","","Sweeping and Cleaning","Skilled","","1/9/121",26,284,"",77.3,"","",361.3,7384,"",2009.8,"","",9393.8,"Scavengers"
"Gujarat","Zone II","","Sweeping and Cleaning","Semi Skilled","","1/9/121",26,276,"",77.3,"","",353.3,7176,"",2009.8,"","",9185.8,"Scavengers"
"Gujarat","Zone II","","Sweeping and Cleaning","Unskilled","","1/9/121",26,268,"",77.3,"","",345.3,6968,"",2009.8,"","",8977.8,"Scavengers"
"Gujarat","Zone I","","Sweeping and Cleaning","Skilled","","1/9/121",26,293,"",77.3,"","",370.3,7618,"",2009.8,"","",9627.8,"Scavengers"
"Gujarat","Zone I","","Sweeping and Cleaning","Semi Skilled","","1/9/121",26,284,"",77.3,"","",361.3,7384,"",2009.8,"","",9393.8,"Scavengers"
"Gujarat","Zone I","","Sweeping and Cleaning","Unskilled","","1/9/121",26,276,"",77.3,"","",353.3,7176,"",2009.8,"","",9185.8,"Scavengers"
"Gujarat","Zone II","","Agarbathy Manufactory","Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,"Incense"
"Gujarat","Zone II","","Agarbathy Manufactory","Semi Skilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,"Incense"
"Gujarat","Zone II","","Agarbathy Manufactory","Unskilled","","1/9/121",26,268,"",72,"","",340,6968,"",1872,"","",8840,"Incense"
"Gujarat","Zone I","","Agarbathy Manufactory","Skilled","","1/9/121",26,293,"",72,"","",365,7618,"",1872,"","",9490,"Incense"
"Gujarat","Zone I","","Agarbathy Manufactory","Semi Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,"Incense"
"Gujarat","Zone I","","Agarbathy Manufactory","Unskilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,"Incense"
"Gujarat","Zone II","","Security Services","Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,"Watchman Guard"
"Gujarat","Zone II","","Security Services","Semi Skilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,"Watchman Guard"
"Gujarat","Zone II","","Security Services","Unskilled","","1/9/121",26,268,"",72,"","",340,6968,"",1872,"","",8840,"Watchman Guard"
"Gujarat","Zone I","","Security Services","Skilled","","1/9/121",26,293,"",72,"","",365,7618,"",1872,"","",9490,"Watchman Guard"
"Gujarat","Zone I","","Security Services","Semi Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,"Watchman Guard"
"Gujarat","Zone I","","Security Services","Unskilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,"Watchman Guard"
"Gujarat","Zone II","","Shops & Commercial Establishments","Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,0
"Gujarat","Zone II","","Shops & Commercial Establishments","Semi Skilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,0
"Gujarat","Zone II","","Shops & Commercial Establishments","Unskilled","","1/9/121",26,268,"",72,"","",340,6968,"",1872,"","",8840,0
"Gujarat","Zone I","","Shops & Commercial Establishments","Skilled","","1/9/121",26,293,"",72,"","",365,7618,"",1872,"","",9490,0
"Gujarat","Zone I","","Shops & Commercial Establishments","Semi Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,0
"Gujarat","Zone I","","Shops & Commercial Establishments","Unskilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,0
"Gujarat","Zone II","","Wool Shawl and Carpet Maker","Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,"Clothes"
"Gujarat","Zone II","","Wool Shawl and Carpet Maker","Semi Skilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,"Clothes"
"Gujarat","Zone II","","Wool Shawl and Carpet Maker","Unskilled","","1/9/121",26,268,"",72,"","",340,6968,"",1872,"","",8840,"Clothes"
"Gujarat","Zone I","","Wool Shawl and Carpet Maker","Skilled","","1/9/121",26,293,"",72,"","",365,7618,"",1872,"","",9490,"Clothes"
"Gujarat","Zone I","","Wool Shawl and Carpet Maker","Semi Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,"Clothes"
"Gujarat","Zone I","","Wool Shawl and Carpet Maker","Unskilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,"Clothes"
"Gujarat","Zone II","","Tanneries and Leather Manufactory","Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,0
"Gujarat","Zone II","","Tanneries and Leather Manufactory","Semi Skilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,0
"Gujarat","Zone II","","Tanneries and Leather Manufactory","Unskilled","","1/9/121",26,268,"",72,"","",340,6968,"",1872,"","",8840,0
"Gujarat","Zone I","","Tanneries and Leather Manufactory","Skilled","","1/9/121",26,293,"",72,"","",365,7618,"",1872,"","",9490,0
"Gujarat","Zone I","","Tanneries and Leather Manufactory","Semi Skilled","","1/9/121",26,284,"",72,"","",356,7384,"",1872,"","",9256,0
"Gujarat","Zone I","","Tanneries and Leather Manufactory","Unskilled","","1/9/121",26,276,"",72,"","",348,7176,"",1872,"","",9048,0
