"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Puducherry","","","Blacksmithy Workes","","Sweeper","2/8/124",26,"710.96","","","","","710.96",18485,"","","","",18485,"Lohar"
"Puducherry","","","Blacksmithy Workes","","Scavenger","2/8/124",26,"710.96","","","","","710.96",18485,"","","","",18485,"Lohar"
"Puducherry","","","Blacksmithy Workes","","Watchman","2/8/124",26,"742.08","","","","","742.08",19294,"","","","",19294,"Lohar"
"Puducherry","","","Blacksmithy Workes","Administration","Office Assistant","2/8/124",26,"742.08","","","","","742.08",19294,"","","","",19294,"Lohar"
"Puducherry","","","Blacksmithy Workes","Administration","Store Keeper","2/8/124",26,"804.08","","","","","804.08",20906,"","","","",20906,"Lohar"
"Puducherry","","","Blacksmithy Workes","Administration","Typist","2/8/124",26,"804.08","","","","","804.08",20906,"","","","",20906,"Lohar"
"Puducherry","","","Blacksmithy Workes","Administration","Clerk","2/8/124",26,"804.08","","","","","804.08",20906,"","","","",20906,"Lohar"
"Puducherry","","","Blacksmithy Workes","Administration","Cashier","2/8/124",26,"804.08","","","","","804.08",20906,"","","","",20906,"Lohar"
"Puducherry","","","Blacksmithy Workes","Administration","Accountant","2/8/124",26,"804.08","","","","","804.08",20906,"","","","",20906,"Lohar"
"Puducherry","","","Blacksmithy Workes","Administration","Manager","2/8/124",26,"845.46","","","","","845.46",21982,"","","","",21982,"Lohar"
"Puducherry","","","Blacksmithy Workes","Unskilled","","2/8/124",30,697,"","","","","697.00",20910,"","","","",20910,"Lohar"
"Puducherry","","","Blacksmithy Workes","Semi Skilled","Painter","2/8/124",30,738,"","","","","738.00",22140,"","","","",22140,"Lohar"
"Puducherry","","","Blacksmithy Workes","Semi Skilled","Bending","2/8/124",30,738,"","","","","738.00",22140,"","","","",22140,"Lohar"
"Puducherry","","","Blacksmithy Workes","Semi Skilled","Cutter","2/8/124",30,738,"","","","","738.00",22140,"","","","",22140,"Lohar"
"Puducherry","","","Blacksmithy Workes","Skilled","Cattle Shoe Maker","2/8/124",30,762,"","","","","762.00",22860,"","","","",22860,"Lohar"
"Puducherry","","","Blacksmithy Workes","Skilled","Agricultural Implements Maker","2/8/124",30,762,"","","","","762.00",22860,"","","","",22860,"Lohar"
"Puducherry","","","Blacksmithy Workes","Skilled","Mild Steel Vessels Maker","2/8/124",30,762,"","","","","762.00",22860,"","","","",22860,"Lohar"
"Puducherry","","","Blacksmithy Workes","Skilled","Welder","2/8/124",30,762,"","","","","762.00",22860,"","","","",22860,"Lohar"
"Puducherry","","","Blacksmithy Workes","Skilled","Lock makers","2/8/124",30,762,"","","","","762.00",22860,"","","","",22860,"Lohar"
"Puducherry","","","Blacksmithy Workes","Skilled","Blacksmith","2/8/124",30,762,"","","","","762.00",22860,"","","","",22860,"Lohar"
"Puducherry","","","Blacksmithy Workes","Skilled","Supervisor","2/8/124",30,762,"","","","","762.00",22860,"","","","",22860,"Lohar"
"Puducherry","","","Carpentry Workes","Unskilled","","2/8/124",30,697,"","","","","697.00",20910,"","","","",20910,"Plywood Industry Furntiture Mistry Informal Sector"
"Puducherry","","","Carpentry Workes","Unskilled","Helper","2/8/124",30,697,"","","","","697.00",20910,"","","","",20910,"Plywood Industry Furntiture Mistry Informal Sector"
"Puducherry","","","Carpentry Workes","Unskilled","Learner","2/8/124",30,697,"","","","","697.00",20910,"","","","",20910,"Plywood Industry Furntiture Mistry Informal Sector"
"Puducherry","","","Carpentry Workes","Semi Skilled","Veenering pressing","2/8/124",30,738,"","","","","738.00",22140,"","","","",22140,"Plywood Industry Furntiture Mistry Informal Sector"
"Puducherry","","","Carpentry Workes","Semi Skilled","Polisher","2/8/124",30,738,"","","","","738.00",22140,"","","","",22140,"Plywood Industry Furntiture Mistry Informal Sector"
