"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Sikkim","","","","Highly Skilled","General workers","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Computer Mechanic","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Draughtsman","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Electrician","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Foreman","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Welder","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Plumber","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","JCB Driver","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Roller Driver","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Excavator Driver","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Excavator Operator","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Bulldozer Driver","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Bulldozer Operator","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Highly Skilled","Driver (Heavy Vehicle)","1/6/117",26,"","","","","",365,"","","","","","9490.00",0
"Sikkim","","","","Skilled","Security Supervisor","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled B","Zoo Keeper","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Welder-cum-Denter","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Tracer","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Senior Pipe Fitter","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Driver (Light Vehicle)","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Librarian","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Typist","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Clerk","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Handmade Paper Worker","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Draughtsman","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Demand Clerk","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Kang-so-pa","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Singers","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Dancer","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Clerk Cum Computer Operator","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Binder","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Compositor","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Head Mistry","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Technical Supervisor","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
"Sikkim","","","","Skilled","Petrol Pump Manager","1/6/117",26,"","","","","",335,"","","","","","8710.00",0
