"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Rajasthan","","","Medical and Sales Representative","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,"Nursing Medicine Pharmacy"
"Rajasthan","","","Soap Stone Factory","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,0
"Rajasthan","","","Soap Stone Factory","Skilled","","1/0/123",26,"","","","","",309,"","","","","",8034,0
"Rajasthan","","","Soap Stone Factory","Semi Skilled","","1/0/123",26,"","","","","",297,"","","","","",7722,0
"Rajasthan","","","Soap Stone Factory","Unskilled","","1/0/123",26,"","","","","",285,"","","","","",7410,0
"Rajasthan","","","Khadi & Village Industries","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,"Clothes"
"Rajasthan","","","Khadi & Village Industries","Skilled","","1/0/123",26,"","","","","",309,"","","","","",8034,"Clothes"
"Rajasthan","","","Khadi & Village Industries","Semi Skilled","","1/0/123",26,"","","","","",297,"","","","","",7722,"Clothes"
"Rajasthan","","","Khadi & Village Industries","Unskilled","","1/0/123",26,"","","","","",285,"","","","","",7410,"Clothes"
"Rajasthan","","","Hand Embroidery and Jari","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,"Handloom Textile Industry"
"Rajasthan","","","Hand Embroidery and Jari","Skilled","","1/0/123",26,"","","","","",309,"","","","","",8034,"Handloom Textile Industry"
"Rajasthan","","","Hand Embroidery and Jari","Semi Skilled","","1/0/123",26,"","","","","",297,"","","","","",7722,"Handloom Textile Industry"
"Rajasthan","","","Hand Embroidery and Jari","Unskilled","","1/0/123",26,"","","","","",285,"","","","","",7410,"Handloom Textile Industry"
"Rajasthan","","","Cold Storage Employments","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,0
"Rajasthan","","","Cold Storage Employments","Skilled","","1/0/123",26,"","","","","",309,"","","","","",8034,0
"Rajasthan","","","Cold Storage Employments","Semi Skilled","","1/0/123",26,"","","","","",297,"","","","","",7722,0
"Rajasthan","","","Cold Storage Employments","Unskilled","","1/0/123",26,"","","","","",285,"","","","","",7410,0
"Rajasthan","","","Woolen Spinning and Weaving","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,"Textile"
"Rajasthan","","","Woolen Spinning and Weaving","Skilled","","1/0/123",26,"","","","","",309,"","","","","",8034,"Textile"
"Rajasthan","","","Woolen Spinning and Weaving","Semi Skilled","","1/0/123",26,"","","","","",297,"","","","","",7722,"Textile"
"Rajasthan","","","Woolen Spinning and Weaving","Unskilled","","1/0/123",26,"","","","","",285,"","","","","",7410,"Textile"
"Rajasthan","","","Domestic Workers","Unskilled","","1/0/123",26,"","","","","","309.00","","","","","",8034,"Informal Sector"
"Rajasthan","","","Employment in Public Construction Department","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,0
"Rajasthan","","","Employment in Public Construction Department","Skilled","","1/0/123",26,"","","","","",309,"","","","","",8034,0
"Rajasthan","","","Employment in Public Construction Department","Semi Skilled","","1/0/123",26,"","","","","",297,"","","","","",7722,0
"Rajasthan","","","Employment in Public Construction Department","Unskilled","","1/0/123",26,"","","","","",285,"","","","","",7410,0
"Rajasthan","","","Employment in Public Health Engineering Department","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,0
"Rajasthan","","","Employment in Public Health Engineering Department","Skilled","","1/0/123",26,"","","","","",309,"","","","","",8034,0
"Rajasthan","","","Employment in Public Health Engineering Department","Semi Skilled","","1/0/123",26,"","","","","",297,"","","","","",7722,0
"Rajasthan","","","Employment in Public Health Engineering Department","Unskilled","","1/0/123",26,"","","","","",285,"","","","","",7410,0
"Rajasthan","","","Employment Dam construction and irrigation works","Highly Skilled","","1/0/123",26,"","","","","",359,"","","","","",9334,0
"Rajasthan","","","Employment Dam construction and irrigation works","Skilled","","1/0/123",26,"","","","","",309,"","","","","",8034,0
"Rajasthan","","","Employment Dam construction and irrigation works","Semi Skilled","","1/0/123",26,"","","","","",297,"","","","","",7722,0
"Rajasthan","","","Employment Dam construction and irrigation works","Unskilled","","1/0/123",26,"","","","","",285,"","","","","",7410,0
